host,port,timestamp,currentTime

88.99.167.175,8333,1598363259,1598363260.5767841
88.99.167.175,8333,1598363500,1598363501.7441459
88.99.167.175,8333,1598363741,1598363742.931419
78.84.160.8,8333,1598363257,1598363260.636036
78.84.160.8,8333,1598363499,1598363501.8593175
78.84.160.8,8333,1598363740,1598363743.0802317
